#,Pair,Amount,Price,Fee,FeeCurrency,Date
258688481,EOS/USD,-100.0,10.245,-2.049,USD,2018-06-16 13:11:22
258688482,EOS/USD,-2.1002004,10.244,-0.04302891,USD,2018-06-16 13:11:22
258688483,EOS/USD,-51.3560996,10.244,-1.05218377,USD,2018-06-16 13:11:22
258720875,EOS/USD,500.0,10.382,-10.382,USD,2018-06-16 15:22:48
258721091,EOS/USD,500.0,10.38,-10.38,USD,2018-06-16 15:24:14
258721435,EOS/USD,200.0,10.366,-1.65856,USD,2018-06-16 15:26:31
258721436,EOS/USD,97.397,10.366,-0.80769384,USD,2018-06-16 15:26:31
258721437,EOS/USD,200.0,10.366,-1.65856,USD,2018-06-16 15:26:32
258721439,EOS/USD,2.603,10.366,-0.02158616,USD,2018-06-16 15:26:32
258724346,EOS/USD,250.0,10.311,-2.0622,USD,2018-06-16 15:35:42
258996257,EOS/USD,21.76010937,10.396,-0.18097448,USD,2018-06-17 22:08:16
258996407,EOS/USD,403.94326,10.397,-8.39959615,USD,2018-06-17 22:10:05
258996408,EOS/USD,7.59244516,10.397,-0.06315092,USD,2018-06-17 22:10:06
258996409,EOS/USD,66.70418547,10.397,-0.55481873,USD,2018-06-17 22:10:07
258996427,EOS/USD,142.82290398,10.393,-2.96871688,USD,2018-06-17 22:10:19
258996428,EOS/USD,50.6835084,10.394,-1.05360877,USD,2018-06-17 22:10:19
258996429,EOS/USD,15.38138597,10.395,-0.31977901,USD,2018-06-17 22:10:19
258996430,EOS/USD,41.11220165,10.395,-0.85472267,USD,2018-06-17 22:10:19
260551646,EOS/USD,100.0,8.585,-0.6868,USD,2018-06-22 13:55:41
260557591,EOS/USD,100.0,8.63,-0.6904,USD,2018-06-22 14:01:46
260642630,EOS/USD,-200.0,8.7588,-1.401408,USD,2018-06-22 16:58:02
260728085,EOS/USD,10.0,8.5254,-0.0682032,USD,2018-06-22 20:49:19
260728455,EOS/USD,-10.0,8.5579,-0.171158,USD,2018-06-22 20:49:49
260728986,EOS/USD,10.0,8.5399,-0.0683192,USD,2018-06-22 20:51:45
260729509,EOS/USD,-10.0,8.5102,-0.170204,USD,2018-06-22 20:53:34
