#,Pair,Amount,Price,Fee,FeeCurrency,Date
220358147,BTC/USD,-1.0,6850.0,-6.85,USD,2018-03-31 00:00:56
220569450,BTC/USD,-1.0,7150.0,-14.3,USD,2018-03-31 10:50:55
220636332,BTC/USD,2.0,7003.0,-14.006,USD,2018-03-31 14:37:04
220664794,BTC/USD,-0.24940418,7137.8,-1.78019716,USD,2018-03-31 16:20:50
220664805,BTC/USD,-0.1,7137.8,-0.71378,USD,2018-03-31 16:20:55
220664810,BTC/USD,-0.1,7137.8,-0.71378,USD,2018-03-31 16:21:00
220664827,BTC/USD,-0.02549064,7137.8,-0.18194709,USD,2018-03-31 16:21:07
220664860,BTC/USD,-0.02262408,7137.8,-0.16148616,USD,2018-03-31 16:21:10
220664862,BTC/USD,-0.05814969,7137.8,-0.41506086,USD,2018-03-31 16:21:13
220664874,BTC/USD,-0.03223,7137.8,-0.23005129,USD,2018-03-31 16:21:18
220664878,BTC/USD,-0.1,7137.8,-0.71378,USD,2018-03-31 16:21:19
220664879,BTC/USD,-0.0395362,7137.8,-0.28220149,USD,2018-03-31 16:21:19
220664883,BTC/USD,-0.02041926,7137.8,-0.14574859,USD,2018-03-31 16:21:21
220664884,BTC/USD,-0.39787107,7137.8,-2.83992412,USD,2018-03-31 16:21:21
220664886,BTC/USD,-0.03246739,7137.8,-0.23174574,USD,2018-03-31 16:21:21
220664887,BTC/USD,-0.02699754,7137.8,-0.19270304,USD,2018-03-31 16:21:21
220664888,BTC/USD,-0.1251754,7137.8,-0.89347697,USD,2018-03-31 16:21:21
220664889,BTC/USD,-0.03016781,7137.8,-0.21533179,USD,2018-03-31 16:21:21
220664890,BTC/USD,-0.01231793,7137.8,-0.08792292,USD,2018-03-31 16:21:21
220664893,BTC/USD,-0.04913624,7137.8,-0.35072465,USD,2018-03-31 16:21:22
220664894,BTC/USD,-0.198,7137.8,-1.4132844,USD,2018-03-31 16:21:22
220664895,BTC/USD,-0.06256288,7137.8,-0.44656132,USD,2018-03-31 16:21:22
220664898,BTC/USD,-0.198,7137.8,-1.4132844,USD,2018-03-31 16:21:22
220664905,BTC/USD,-0.11944969,7137.8,-0.852608,USD,2018-03-31 16:21:23
220676904,BTC/USD,1.999,7101.8,-14.1964982,USD,2018-03-31 17:12:44
220677441,BTC/USD,0.00099999,7113.8,-0.01422746,USD,2018-03-31 17:13:17
220827720,BTC/USD,2.0,6838.5,-13.677,USD,2018-04-01 06:46:16
220832460,BTC/USD,-0.208,6808.1,-2.8321696,USD,2018-04-01 07:11:19
220832461,BTC/USD,-0.07343923,6808.1,-0.99996324,USD,2018-04-01 07:11:19
220832462,BTC/USD,-0.01171303,6808.1,-0.15948696,USD,2018-04-01 07:11:19
220832511,BTC/USD,-1.70584774,6807.8,-11.61307024,USD,2018-04-01 07:11:21
220833707,BTC/USD,-0.001,6802.0,-0.013604,USD,2018-04-01 07:11:35
220834414,BTC/USD,-2.0,6801.0,-27.204,USD,2018-04-01 07:11:52
220837462,BTC/USD,1.14951039,6785.6,-7.8001177,USD,2018-04-01 07:16:06
220837463,BTC/USD,0.85048961,6786.1,-11.54301508,USD,2018-04-01 07:16:06
220837999,BTC/USD,-2.0,6772.1,-13.5442,USD,2018-04-01 07:17:43
220841041,BTC/USD,2.0,6739.0,-13.478,USD,2018-04-01 07:23:49
220844331,BTC/USD,-2.60787719,6735.4,-17.56509603,USD,2018-04-01 07:27:23
220844346,BTC/USD,-0.05502125,6735.4,-0.37059013,USD,2018-04-01 07:27:24
220844351,BTC/USD,-0.33710156,6735.4,-2.27051385,USD,2018-04-01 07:27:25
220858900,BTC/USD,2.31111215,6689.0,-30.91805834,USD,2018-04-01 07:55:38
220858969,BTC/USD,0.08979724,6690.0,-1.20148707,USD,2018-04-01 07:55:51
220858970,BTC/USD,0.59809061,6690.0,-8.00245236,USD,2018-04-01 07:55:51
220859078,BTC/USD,0.001,6695.8,-0.0133916,USD,2018-04-01 07:56:06
220859546,BTC/USD,3.0,6701.0,-20.103,USD,2018-04-01 07:57:01
220863815,BTC/USD,-0.3,6727.5,-4.0365,USD,2018-04-01 08:10:29
220863816,BTC/USD,-2.0,6727.5,-26.91,USD,2018-04-01 08:10:29
220863817,BTC/USD,-0.699,6727.5,-9.405045,USD,2018-04-01 08:10:29
220863867,BTC/USD,-0.001,6725.0,-0.01345,USD,2018-04-01 08:10:41
220864637,BTC/USD,-0.205,6698.2,-2.746262,USD,2018-04-01 08:12:52
220864638,BTC/USD,-0.80983217,6698.2,-10.84883568,USD,2018-04-01 08:12:52
220864639,BTC/USD,-1.98516783,6698.2,-26.59410232,USD,2018-04-01 08:12:52
220868787,BTC/USD,-1.24579369,6708.1,-16.7138173,USD,2018-04-01 08:33:04
220868788,BTC/USD,-0.35440631,6708.1,-4.75478594,USD,2018-04-01 08:33:04
220872704,BTC/USD,0.07457622,6708.1,-1.00052948,USD,2018-04-01 08:48:55
220875698,BTC/USD,0.1,6682.6,-0.66826,USD,2018-04-01 09:01:25
220875701,BTC/USD,4.42552378,6682.6,-29.57400521,USD,2018-04-01 09:01:25
220876061,BTC/USD,0.0001,6671.8,-0.00133436,USD,2018-04-01 09:01:42
220878967,BTC/USD,-2.0,6642.3,-26.5692,USD,2018-04-01 09:05:37
220888826,BTC/USD,-0.56315705,6675.0,-3.75907331,USD,2018-04-01 09:23:57
220888837,BTC/USD,-0.00009999,6675.0,-0.00066743,USD,2018-04-01 09:23:58
220897395,BTC/USD,-0.016,6712.8,-0.2148096,USD,2018-04-01 09:46:45
220897396,BTC/USD,-0.984,6711.6,-13.2084288,USD,2018-04-01 09:46:45
220903319,BTC/USD,-0.10462693,6742.5,-1.41089415,USD,2018-04-01 10:01:04
220903320,BTC/USD,-0.018,6742.5,-0.24273,USD,2018-04-01 10:01:04
220903322,BTC/USD,-0.75357307,6742.5,-10.16193285,USD,2018-04-01 10:01:04
220945748,BTC/USD,0.03507564,6660.0,-0.46720752,USD,2018-04-01 13:16:31
220945749,BTC/USD,0.7806,6661.9,-10.40055828,USD,2018-04-01 13:16:31
220945750,BTC/USD,1.4981,6662.0,-19.9606844,USD,2018-04-01 13:16:31
220945751,BTC/USD,0.67701988,6662.5,-9.0212899,USD,2018-04-01 13:16:31
220945883,BTC/USD,0.07501256,6665.6,-1.00000744,USD,2018-04-01 13:16:54
220945884,BTC/USD,0.3,6665.6,-3.99936,USD,2018-04-01 13:16:54
220945885,BTC/USD,0.3,6665.6,-3.99936,USD,2018-04-01 13:16:54
220945886,BTC/USD,0.2,6665.6,-2.66624,USD,2018-04-01 13:16:54
220945903,BTC/USD,0.1,6667.1,-1.33342,USD,2018-04-01 13:16:59
220945905,BTC/USD,0.46419192,6667.13386688,-6.18965934,USD,2018-04-01 13:16:59
220945937,BTC/USD,0.00945704,6665.1,-0.12606423,USD,2018-04-01 13:17:16
221322184,BTC/USD,-0.68298416,6945.1,-9.48678658,USD,2018-04-02 07:43:14
221322185,BTC/USD,-0.31701584,6945.1,-4.40341342,USD,2018-04-02 07:43:14
221328651,BTC/USD,-1.0,7096.5,-5.6772,USD,2018-04-02 07:53:36
221341385,BTC/USD,-0.2,7075.1,-2.83004,USD,2018-04-02 08:07:54
221341386,BTC/USD,-0.036,7075.1,-0.5094072,USD,2018-04-02 08:07:54
221341387,BTC/USD,-0.04,7075.1,-0.566008,USD,2018-04-02 08:07:54
221341422,BTC/USD,-0.39775574,7072.3,-5.62609584,USD,2018-04-02 08:08:06
221341423,BTC/USD,-0.32624426,7072.3,-4.61459456,USD,2018-04-02 08:08:06
221352022,BTC/USD,-0.0033,7043.4,-0.04648644,USD,2018-04-02 08:42:40
221352023,BTC/USD,-0.9967,7043.3,-14.04011422,USD,2018-04-02 08:42:40
221356670,BTC/USD,0.1,7070.0,-1.414,USD,2018-04-02 09:02:26
221356671,BTC/USD,2.0,7070.0,-28.28,USD,2018-04-02 09:02:26
221356672,BTC/USD,0.1,7070.0,-1.414,USD,2018-04-02 09:02:26
221356673,BTC/USD,1.799,7070.0,-25.43786,USD,2018-04-02 09:02:26
221356708,BTC/USD,0.00099999,7071.2,-0.01414226,USD,2018-04-02 09:02:35
221357029,BTC/USD,0.56305786,7073.0,-7.96501649,USD,2018-04-02 09:04:34
221357030,BTC/USD,0.095,7073.0,-1.34387,USD,2018-04-02 09:04:34
221357031,BTC/USD,0.34194214,7073.0,-4.83711351,USD,2018-04-02 09:04:34
221357774,BTC/USD,-0.1,7049.3,-0.563944,USD,2018-04-02 09:06:11
221357777,BTC/USD,-0.01044,7049.3,-0.05887575,USD,2018-04-02 09:06:11
221357778,BTC/USD,-0.88956,7049.3,-5.01662025,USD,2018-04-02 09:06:12
221360510,BTC/USD,0.477,7074.3,-6.7488822,USD,2018-04-02 09:20:24
221360511,BTC/USD,0.523,7074.3,-7.3997178,USD,2018-04-02 09:20:24
221363251,BTC/USD,-0.30051949,7046.3,-4.23510096,USD,2018-04-02 09:36:16
221363252,BTC/USD,-0.042,7046.3,-0.5918892,USD,2018-04-02 09:36:16
221363253,BTC/USD,-0.02,7046.0,-0.28184,USD,2018-04-02 09:36:16
221363254,BTC/USD,-1.63748051,7046.0,-23.07537535,USD,2018-04-02 09:36:16
221364984,BTC/USD,0.10993146,7057.8,-1.55174852,USD,2018-04-02 09:45:54
221364985,BTC/USD,0.002,7057.8,-0.0282312,USD,2018-04-02 09:45:54
221365057,BTC/USD,0.48996,7058.07050615,-6.91634445,USD,2018-04-02 09:46:27
221365058,BTC/USD,0.39810854,7058.1,-5.61977977,USD,2018-04-02 09:46:27
221372674,BTC/USD,-1.0,7021.7,-14.0434,USD,2018-04-02 10:25:09
221389168,BTC/USD,-0.02316505,7085.0,-0.1312995,USD,2018-04-02 11:22:10
221389217,BTC/USD,-0.33,7085.0,-1.87044,USD,2018-04-02 11:22:18
221389236,BTC/USD,-0.01,7085.0,-0.05668,USD,2018-04-02 11:22:21
221389255,BTC/USD,-0.13683495,7085.0,-0.7755805,USD,2018-04-02 11:22:23
221395550,BTC/USD,-0.5,7061.8,-7.0618,USD,2018-04-02 11:39:12
221403093,BTC/USD,-0.85772296,7031.0,-12.06130026,USD,2018-04-02 12:07:58
221403094,BTC/USD,-0.14227704,7031.0,-2.00069974,USD,2018-04-02 12:07:58
221483097,BTC/USD,5.16563366,6990.0,-72.21555857,USD,2018-04-02 17:48:15
221483098,BTC/USD,0.83436634,6990.0,-11.66444143,USD,2018-04-02 17:48:15
221484064,BTC/USD,-0.02,7000.0,-0.112,USD,2018-04-02 17:53:53
221484473,BTC/USD,-0.02306706,6984.0,-0.32220069,USD,2018-04-02 17:57:08
221484474,BTC/USD,-0.74686502,6984.0,-10.4322106,USD,2018-04-02 17:57:08
221484497,BTC/USD,-0.0515917,6981.8,-0.72040586,USD,2018-04-02 17:57:23
221484498,BTC/USD,-2.15847622,6981.8,-30.14009855,USD,2018-04-02 17:57:23
221485526,BTC/USD,-0.09,6961.4,-1.253052,USD,2018-04-02 18:01:46
221485527,BTC/USD,-1.65000032,6961.4,-22.97262446,USD,2018-04-02 18:01:46
221485528,BTC/USD,-0.006,6961.4,-0.0835368,USD,2018-04-02 18:01:46
221485529,BTC/USD,-1.25399968,6961.4,-17.45918674,USD,2018-04-02 18:01:46
221487234,BTC/USD,0.04758545,6962.6,-0.66263691,USD,2018-04-02 18:08:06
221487235,BTC/USD,0.15,6962.6,-2.08878,USD,2018-04-02 18:08:06
221487237,BTC/USD,0.2528,6962.95038644,-3.52046772,USD,2018-04-02 18:08:06
221487238,BTC/USD,0.138,6963.0,-1.921788,USD,2018-04-02 18:08:06
221487240,BTC/USD,0.1,6963.07341763,-1.39261468,USD,2018-04-02 18:08:06
221487241,BTC/USD,2.31161455,6963.5,-32.19385584,USD,2018-04-02 18:08:06
221674592,BTC/USD,0.97332,7370.1,-14.34693146,USD,2018-04-03 07:36:06
221674593,BTC/USD,1.0,7370.1,-14.7402,USD,2018-04-03 07:36:06
221674594,BTC/USD,0.02668,7373.5,-0.39344996,USD,2018-04-03 07:36:06
221676725,BTC/USD,0.02,7350.0,-0.1176,USD,2018-04-03 07:42:45
221676729,BTC/USD,0.02,7350.0,-0.1176,USD,2018-04-03 07:42:48
221676732,BTC/USD,0.96,7350.0,-5.6448,USD,2018-04-03 07:42:49
221681189,BTC/USD,-0.95,7423.1,-14.10389,USD,2018-04-03 07:51:12
221681190,BTC/USD,-0.17241251,7423.1,-2.55967061,USD,2018-04-03 07:51:12
221681191,BTC/USD,-0.05,7422.0,-0.7422,USD,2018-04-03 07:51:12
221681193,BTC/USD,-0.25,7421.9381129,-3.71096906,USD,2018-04-03 07:51:12
221681194,BTC/USD,-0.29793746,7420.4,-4.42163026,USD,2018-04-03 07:51:12
221681195,BTC/USD,-0.002,7420.2,-0.0296808,USD,2018-04-03 07:51:12
221681197,BTC/USD,-0.25,7420.08808595,-3.71004404,USD,2018-04-03 07:51:12
221681208,BTC/USD,-1.01765003,7420.0,-15.10192645,USD,2018-04-03 07:51:12
221681799,BTC/USD,-0.00999999,7406.8,-0.14813585,USD,2018-04-03 07:52:03
221736281,BTC/USD,1.0,7307.1,-14.6142,USD,2018-04-03 10:55:43
221737859,BTC/USD,-0.2038,7303.0,-2.9767028,USD,2018-04-03 10:59:56
221737860,BTC/USD,-0.7962,7303.0,-11.6292972,USD,2018-04-03 10:59:56
221739158,BTC/USD,0.02,7319.0,-0.117104,USD,2018-04-03 11:02:33
221739163,BTC/USD,0.1,7319.0,-0.58552,USD,2018-04-03 11:02:35
221739189,BTC/USD,0.1,7319.0,-0.58552,USD,2018-04-03 11:02:36
221739190,BTC/USD,0.09,7319.0,-0.526968,USD,2018-04-03 11:02:36
221739191,BTC/USD,0.1,7319.0,-0.58552,USD,2018-04-03 11:02:37
221739192,BTC/USD,0.1,7319.0,-0.58552,USD,2018-04-03 11:02:37
221739193,BTC/USD,0.0246,7319.0,-0.14403792,USD,2018-04-03 11:02:38
221739196,BTC/USD,0.1,7319.0,-0.58552,USD,2018-04-03 11:02:38
221739197,BTC/USD,0.005,7319.0,-0.029276,USD,2018-04-03 11:02:39
221739202,BTC/USD,0.0654,7319.0,-0.38293008,USD,2018-04-03 11:02:39
221739219,BTC/USD,0.01430001,7319.0,-0.08372942,USD,2018-04-03 11:02:40
221739223,BTC/USD,0.1,7319.0,-0.58552,USD,2018-04-03 11:02:42
221739230,BTC/USD,0.0474,7319.0,-0.27753648,USD,2018-04-03 11:02:42
221739231,BTC/USD,0.1,7319.0,-0.58552,USD,2018-04-03 11:02:43
221739233,BTC/USD,0.03329999,7319.0,-0.1949781,USD,2018-04-03 11:02:44
221741532,BTC/USD,-0.76640025,7318.48231473,-11.21777335,USD,2018-04-03 11:15:19
221741533,BTC/USD,-0.00253,7318.3,-0.0370306,USD,2018-04-03 11:15:19
221741534,BTC/USD,-0.23106975,7318.1,-3.38198307,USD,2018-04-03 11:15:19
221741956,BTC/USD,-0.8402,7309.7,-12.28321988,USD,2018-04-03 11:17:43
221741957,BTC/USD,-0.1598,7309.2,-2.33602032,USD,2018-04-03 11:17:43
221744649,BTC/USD,-0.0281,7310.0,-0.410822,USD,2018-04-03 11:35:36
221744765,BTC/USD,-0.09183544,7310.0,-0.53705365,USD,2018-04-03 11:35:55
221744780,BTC/USD,-0.4,7310.0,-2.3392,USD,2018-04-03 11:36:02
221744791,BTC/USD,-0.48006456,7310.0,-2.80741755,USD,2018-04-03 11:36:11
221762044,BTC/USD,-1.0,7361.1,-14.7222,USD,2018-04-03 13:04:48
221764455,BTC/USD,0.35000513,7421.2,-5.19491614,USD,2018-04-03 13:08:21
221764456,BTC/USD,1.0609,7421.7,-15.74736306,USD,2018-04-03 13:08:21
221764458,BTC/USD,0.5,7421.8,-7.4218,USD,2018-04-03 13:08:21
221764459,BTC/USD,0.64999487,7421.8,-9.64826385,USD,2018-04-03 13:08:21
221764460,BTC/USD,0.002,7421.9,-0.0296876,USD,2018-04-03 13:08:21
221764461,BTC/USD,1.0,7422.1,-14.8442,USD,2018-04-03 13:08:21
221764462,BTC/USD,0.4792,7422.5,-7.113724,USD,2018-04-03 13:08:21
221764463,BTC/USD,0.4792,7422.6,-7.11381984,USD,2018-04-03 13:08:21
221764464,BTC/USD,0.5,7422.8,-7.4228,USD,2018-04-03 13:08:21
221764465,BTC/USD,0.75202185,7422.8,-11.16421558,USD,2018-04-03 13:08:21
221764483,BTC/USD,0.08363741,7422.8,-0.49665901,USD,2018-04-03 13:08:23
221765468,BTC/USD,0.5,7417.8,-7.4178,USD,2018-04-03 13:10:00
221768368,BTC/USD,-1.8209649,7396.2,-26.93644119,USD,2018-04-03 13:16:43
221768369,BTC/USD,-0.5,7396.2,-7.3962,USD,2018-04-03 13:16:43
221768370,BTC/USD,-0.5,7396.2,-7.3962,USD,2018-04-03 13:16:43
221768371,BTC/USD,-0.53599436,7396.2,-7.92864297,USD,2018-04-03 13:16:43
222008078,BTC/USD,-1.0,7310.0,-5.848,USD,2018-04-04 04:57:04
222013620,BTC/USD,0.15,7367.4,-2.21022,USD,2018-04-04 05:15:04
222013621,BTC/USD,0.16470095,7367.5,-2.4268685,USD,2018-04-04 05:15:04
222013628,BTC/USD,1.0,7367.6,-5.89408,USD,2018-04-04 05:15:07
222013640,BTC/USD,0.68529905,7367.6,-4.03920742,USD,2018-04-04 05:15:08
222015432,BTC/USD,-0.5,7362.60065144,-7.36260065,USD,2018-04-04 05:25:03
222015433,BTC/USD,-0.5,7362.5,-7.3625,USD,2018-04-04 05:25:03
222040304,BTC/USD,1.0,7330.0,-14.66,USD,2018-04-04 08:30:36
222041002,BTC/USD,0.03120585,7330.6,-0.45751521,USD,2018-04-04 08:37:32
222041003,BTC/USD,0.0025921,7330.7,-0.03800381,USD,2018-04-04 08:37:32
222041004,BTC/USD,0.0056,7330.8,-0.08210496,USD,2018-04-04 08:37:32
222041005,BTC/USD,0.01,7332.0,-0.14664,USD,2018-04-04 08:37:32
222041006,BTC/USD,0.5614,7332.5,-8.232931,USD,2018-04-04 08:37:32
222041007,BTC/USD,0.38920205,7332.6,-5.7077259,USD,2018-04-04 08:37:32
222041851,BTC/USD,-1.22130021,7319.0,-17.87739247,USD,2018-04-04 08:47:06
222041891,BTC/USD,-0.77869979,7315.0,-11.39237793,USD,2018-04-04 08:47:24
222041934,BTC/USD,-2.0,7314.4,-11.70304,USD,2018-04-04 08:47:40
222060788,BTC/USD,-0.41372321,7170.0,-5.93279083,USD,2018-04-04 09:27:30
222060789,BTC/USD,-0.25,7170.0,-3.585,USD,2018-04-04 09:27:30
222060790,BTC/USD,-0.1,7170.0,-1.434,USD,2018-04-04 09:27:30
222060933,BTC/USD,-0.22870911,7165.0,-3.27740155,USD,2018-04-04 09:27:54
222061023,BTC/USD,-0.50756768,7161.3,-7.26968885,USD,2018-04-04 09:28:06
222080501,BTC/USD,0.25595312,7061.1,-3.61462115,USD,2018-04-04 09:48:18
222080502,BTC/USD,0.0873,7061.6,-1.23295536,USD,2018-04-04 09:48:18
222080503,BTC/USD,0.42769161,7062.0,-6.0407163,USD,2018-04-04 09:48:18
222080505,BTC/USD,1.4138,7062.56716447,-19.97011491,USD,2018-04-04 09:48:18
222080506,BTC/USD,0.7,7064.9,-9.89086,USD,2018-04-04 09:48:18
222080507,BTC/USD,0.61525527,7065.0,-8.69355697,USD,2018-04-04 09:48:18
222129302,BTC/USD,-0.88614861,7030.0,-12.45924946,USD,2018-04-04 11:39:09
222129516,BTC/USD,-0.1,7030.0,-0.5624,USD,2018-04-04 11:40:29
222129519,BTC/USD,-0.01385139,7030.0,-0.07790022,USD,2018-04-04 11:40:30
222132500,BTC/USD,0.34,7067.7,-4.806036,USD,2018-04-04 11:53:06
222132501,BTC/USD,0.5,7067.7,-7.0677,USD,2018-04-04 11:53:06
222132502,BTC/USD,0.16,7067.7,-2.261664,USD,2018-04-04 11:53:06
222151900,BTC/USD,-0.0966662,7070.4,-1.3669374,USD,2018-04-04 12:48:19
222151901,BTC/USD,-0.1,7070.4,-1.41408,USD,2018-04-04 12:48:19
222151902,BTC/USD,-0.8033338,7070.3,-11.35962193,USD,2018-04-04 12:48:19
222162420,BTC/USD,-0.52244879,7110.0,-2.97168872,USD,2018-04-04 13:39:44
222162421,BTC/USD,-0.51,7110.0,-2.90088,USD,2018-04-04 13:39:44
222162460,BTC/USD,-0.005,7110.0,-0.02844,USD,2018-04-04 13:39:47
222162666,BTC/USD,-0.28798627,7110.0,-1.6380659,USD,2018-04-04 13:40:02
222163055,BTC/USD,-0.27282447,7106.7,-3.87776332,USD,2018-04-04 13:41:24
222163056,BTC/USD,-0.03,7106.0,-0.42636,USD,2018-04-04 13:41:24
222163057,BTC/USD,-0.006,7105.1,-0.0852612,USD,2018-04-04 13:41:24
222163058,BTC/USD,-0.36574047,7105.0,-5.19717208,USD,2018-04-04 13:41:24
222169338,BTC/USD,0.81012017,7014.6,-4.54613516,USD,2018-04-04 14:04:07
222169340,BTC/USD,0.005,7014.6,-0.0280584,USD,2018-04-04 14:04:07
222169342,BTC/USD,0.04511314,7014.6,-0.25316051,USD,2018-04-04 14:04:07
222169347,BTC/USD,0.34467644,7014.6,-1.93421388,USD,2018-04-04 14:04:07
222169353,BTC/USD,0.01437721,7014.6,-0.0806803,USD,2018-04-04 14:04:08
222169365,BTC/USD,0.04275,7014.6,-0.23989932,USD,2018-04-04 14:04:08
222169369,BTC/USD,0.02,7014.6,-0.1122336,USD,2018-04-04 14:04:08
222169372,BTC/USD,1.15,7014.6,-6.453432,USD,2018-04-04 14:04:08
222169374,BTC/USD,0.56796304,7014.6,-3.18722683,USD,2018-04-04 14:04:09
222173928,BTC/USD,-0.5,6942.0,-6.942,USD,2018-04-04 14:05:41
222179614,BTC/USD,0.5,6915.1,-6.9151,USD,2018-04-04 14:11:57
222188984,BTC/USD,-1.0,6870.0,-5.496,USD,2018-04-04 14:24:06
222255739,BTC/USD,-1.0,6826.1,-13.6522,USD,2018-04-04 17:23:30
222256301,BTC/USD,-1.0,6823.8,-13.6476,USD,2018-04-04 17:23:56
222268806,BTC/USD,0.14971308,6796.5,-0.81401996,USD,2018-04-04 18:10:25
222268925,BTC/USD,1.0,6798.1,-13.5962,USD,2018-04-04 18:10:48
222268932,BTC/USD,0.41503801,6801.0,-2.2581388,USD,2018-04-04 18:10:49
222269102,BTC/USD,0.28162709,6801.0,-1.53227667,USD,2018-04-04 18:10:59
222269107,BTC/USD,0.35,6801.0,-1.90428,USD,2018-04-04 18:11:00
222269356,BTC/USD,0.01457007,6801.0,-0.07927284,USD,2018-04-04 18:11:08
222269376,BTC/USD,0.01872562,6801.0,-0.10188235,USD,2018-04-04 18:11:09
222269457,BTC/USD,1.0,6801.0,-5.4408,USD,2018-04-04 18:11:12
222269480,BTC/USD,0.04572058,6801.0,-0.24875653,USD,2018-04-04 18:11:14
222269487,BTC/USD,0.38585343,6801.0,-2.09935134,USD,2018-04-04 18:11:14
222269500,BTC/USD,0.1,6801.0,-0.54408,USD,2018-04-04 18:11:16
222269514,BTC/USD,0.002,6801.0,-0.0108816,USD,2018-04-04 18:11:18
222269518,BTC/USD,0.14840516,6801.0,-0.80744279,USD,2018-04-04 18:11:19
222269527,BTC/USD,0.005,6801.0,-0.027204,USD,2018-04-04 18:11:21
222269529,BTC/USD,0.08334696,6801.0,-0.45347414,USD,2018-04-04 18:11:21
222269787,BTC/USD,-1.0,6796.8,-13.5936,USD,2018-04-04 18:11:42
222270036,BTC/USD,-0.0955,6782.9,-1.2955339,USD,2018-04-04 18:12:25
222270037,BTC/USD,-0.014,6782.3,-0.1899044,USD,2018-04-04 18:12:25
222270050,BTC/USD,-0.8905,6782.0,-4.8314968,USD,2018-04-04 18:12:27
222278891,BTC/USD,-1.0,6781.4,-13.5628,USD,2018-04-04 18:29:37
222281096,BTC/USD,0.054,6783.7,-0.7326396,USD,2018-04-04 18:36:24
222281097,BTC/USD,0.006,6783.7,-0.0814044,USD,2018-04-04 18:36:24
222281098,BTC/USD,0.60611691,6784.0,-8.22379423,USD,2018-04-04 18:36:24
222281100,BTC/USD,1.33388309,6784.18718117,-18.09862512,USD,2018-04-04 18:36:24
222557009,BTC/USD,0.9,6775.93818985,-12.19668874,USD,2018-04-05 12:02:00
222557010,BTC/USD,1.1,6776.1,-14.90742,USD,2018-04-05 12:02:00
222557019,BTC/USD,-0.85,6775.0,-11.5175,USD,2018-04-05 12:02:04
222557020,BTC/USD,-1.15,6775.0,-15.5825,USD,2018-04-05 12:02:05
222558858,BTC/USD,-0.64169659,6722.0,-8.62696896,USD,2018-04-05 12:04:56
222558859,BTC/USD,-1.0,6722.0,-13.444,USD,2018-04-05 12:04:56
222558860,BTC/USD,-0.35830341,6722.0,-4.81703104,USD,2018-04-05 12:04:56
222567916,BTC/USD,1.0,6671.1,-13.3422,USD,2018-04-05 12:21:39
222568016,BTC/USD,0.85834,6673.0,-3.43662169,USD,2018-04-05 12:21:45
222568022,BTC/USD,0.14166,6673.0,-0.56717831,USD,2018-04-05 12:21:45
222569793,BTC/USD,0.48,6670.1,-6.403296,USD,2018-04-05 12:27:53
222569794,BTC/USD,0.52,6670.1,-6.936904,USD,2018-04-05 12:27:53
222569963,BTC/USD,-0.01660864,6662.3,-0.06639105,USD,2018-04-05 12:28:34
222570041,BTC/USD,-0.018,6662.3,-0.07195284,USD,2018-04-05 12:28:39
222570048,BTC/USD,-0.108,6662.3,-0.43171704,USD,2018-04-05 12:28:39
222570066,BTC/USD,-0.05011193,6662.3,-0.20031643,USD,2018-04-05 12:28:40
222570069,BTC/USD,-0.03236101,6662.3,-0.12935925,USD,2018-04-05 12:28:41
222570074,BTC/USD,-0.28539881,6662.3,-1.1408475,USD,2018-04-05 12:28:42
222570076,BTC/USD,-0.04111193,6662.3,-0.16434001,USD,2018-04-05 12:28:43
222570093,BTC/USD,-0.146,6662.3,-0.58361748,USD,2018-04-05 12:28:48
222570094,BTC/USD,-0.23424908,6662.3,-0.93638259,USD,2018-04-05 12:28:48
222570095,BTC/USD,-0.146,6662.3,-0.58361748,USD,2018-04-05 12:28:48
222570096,BTC/USD,-0.146,6662.3,-0.58361748,USD,2018-04-05 12:28:49
222570098,BTC/USD,-0.146,6662.3,-0.58361748,USD,2018-04-05 12:28:49
222570099,BTC/USD,-0.021,6662.3,-0.08394498,USD,2018-04-05 12:28:49
222570100,BTC/USD,-0.146,6662.3,-0.58361748,USD,2018-04-05 12:28:50
222570101,BTC/USD,-0.146,6662.3,-0.58361748,USD,2018-04-05 12:28:50
222570102,BTC/USD,-0.01,6662.3,-0.0399738,USD,2018-04-05 12:28:50
222570103,BTC/USD,-0.124,6662.3,-0.49567512,USD,2018-04-05 12:28:50
222570111,BTC/USD,-0.12943713,6662.3,-0.51740939,USD,2018-04-05 12:28:52
222570117,BTC/USD,-0.05372147,6662.3,-0.21474513,USD,2018-04-05 12:28:53
222570952,BTC/USD,-0.5427671,6694.0,-7.26656593,USD,2018-04-05 12:31:17
222570953,BTC/USD,-0.12,6694.0,-1.60656,USD,2018-04-05 12:31:17
222570954,BTC/USD,-0.3372329,6694.0,-4.51487407,USD,2018-04-05 12:31:17
222575133,BTC/USD,1.5285263,6628.7,-6.07928537,USD,2018-04-05 12:46:57
222575134,BTC/USD,0.4714737,6628.7,-1.87515463,USD,2018-04-05 12:46:57
222577155,BTC/USD,0.01,6629.8,-0.132596,USD,2018-04-05 12:48:48
222577233,BTC/USD,-0.01,6635.48518295,-0.1327097,USD,2018-04-05 12:49:02
222577698,BTC/USD,0.01,6633.0,-0.039798,USD,2018-04-05 12:50:14
222577750,BTC/USD,-0.01,6635.0,-0.03981,USD,2018-04-05 12:50:21
222632964,BTC/USD,-0.37998294,6824.4,-5.18631115,USD,2018-04-05 14:54:49
